date,name,value
29.01.2017,Доска обрезная,6500.00
05.02.2017,Доска обрезная,6500.00
12.02.2017,Доска обрезная,6500.00
19.02.2017,Доска обрезная,6500.00
26.02.2017,Доска обрезная,6500.00
05.03.2017,Доска обрезная,6525.00
12.03.2017,Доска обрезная,6500.00
19.03.2017,Доска обрезная,6500.00
26.03.2017,Доска обрезная,6725.00
02.04.2017,Доска обрезная,6947.35
09.04.2017,Доска обрезная,6900.00
16.04.2017,Доска обрезная,6947.35
29.01.2017,Доска необрезная,6400.00
23.04.2017,Доска обрезная,6994.71
30.04.2017,Доска обрезная,6994.71
05.02.2017,Доска необрезная,6400.00
12.02.2017,Доска необрезная,6400.00
19.02.2017,Доска необрезная,6400.00
26.02.2017,Доска необрезная,6400.00
05.03.2017,Доска необрезная,6400.00
12.03.2017,Доска необрезная,6400.00
19.03.2017,Доска необрезная,6400.00
26.03.2017,Доска необрезная,6400.00
02.04.2017,Доска необрезная,6400.00
09.04.2017,Доска необрезная,6400.00
16.04.2017,Доска необрезная,7700.00
29.01.2017,Горбыль,500.00
29.01.2017,Доска столярная,11000.00
23.04.2017,Доска необрезная,10000.00
30.04.2017,Доска необрезная,10000.00
05.02.2017,Горбыль,500.00
12.02.2017,Горбыль,500.00
19.02.2017,Горбыль,500.00
26.02.2017,Горбыль,500.00
05.03.2017,Горбыль,500.00
12.03.2017,Горбыль,500.00
19.03.2017,Горбыль,500.00
26.03.2017,Горбыль,500.00
02.04.2017,Горбыль,500.00
09.04.2017,Горбыль,500.00
16.04.2017,Горбыль,500.00
05.02.2017,Доска столярная,10250.00
12.02.2017,Доска столярная,10250.00
19.02.2017,Доска столярная,10250.00
26.02.2017,Доска столярная,9500.00
05.03.2017,Доска столярная,9500.00
12.03.2017,Доска столярная,9500.00
19.03.2017,Доска столярная,9500.00
26.03.2017,Доска столярная,9500.00
02.04.2017,Доска столярная,9500.00
09.04.2017,Доска столярная,9500.00
16.04.2017,Доска столярная,9500.00
29.01.2017,Доска половая,595.00
29.01.2017,Доска террасная,1600.00
23.04.2017,Горбыль,500.00
30.04.2017,Горбыль,500.00
23.04.2017,Доска столярная,9500.00
30.04.2017,Доска столярная,9500.00
05.02.2017,Доска половая,600.00
12.02.2017,Доска половая,600.00
19.02.2017,Доска половая,600.00
26.02.2017,Доска половая,600.00
05.03.2017,Доска половая,600.00
12.03.2017,Доска половая,600.00
19.03.2017,Доска половая,600.00
26.03.2017,Доска половая,595.00
02.04.2017,Доска половая,595.00
09.04.2017,Доска половая,595.00
16.04.2017,Доска половая,580.00
05.02.2017,Доска террасная,1600.00
12.02.2017,Доска террасная,1600.00
19.02.2017,Доска террасная,1600.00
26.02.2017,Доска террасная,1600.00
05.03.2017,Доска террасная,1600.00
12.03.2017,Доска террасная,1600.00
19.03.2017,Доска террасная,1600.00
26.03.2017,Доска террасная,1600.00
02.04.2017,Доска террасная,1662.50
09.04.2017,Доска террасная,1662.50
16.04.2017,Доска террасная,1662.50
29.01.2017,Дрова,1145.00
23.04.2017,Доска половая,580.00
30.04.2017,Доска половая,580.00
23.04.2017,Доска террасная,1662.50
30.04.2017,Доска террасная,1662.50
05.02.2017,Дрова,1147.50
12.02.2017,Дрова,1147.50
19.02.2017,Дрова,1150.00
26.02.2017,Дрова,1175.00
05.03.2017,Дрова,1175.00
12.03.2017,Дрова,1175.00
19.03.2017,Дрова,1175.00
26.03.2017,Дрова,1150.00
02.04.2017,Дрова,1200.00
09.04.2017,Дрова,1200.00
16.04.2017,Дрова,1200.00
23.04.2017,Дрова,1200.00
30.04.2017,Дрова,1200.00
29.01.2017,Пиловочник,2800.00
05.02.2017,Пиловочник,2800.00
12.02.2017,Пиловочник,2800.00
19.02.2017,Пиловочник,2800.00
26.02.2017,Пиловочник,2800.00
05.03.2017,Пиловочник,2800.00
12.03.2017,Пиловочник,2800.00
19.03.2017,Пиловочник,2800.00
26.03.2017,Пиловочник,2800.00
02.04.2017,Пиловочник,2800.00
09.04.2017,Пиловочник,2800.00
16.04.2017,Пиловочник,2800.00
23.04.2017,Пиловочник,2800.00
30.04.2017,Пиловочник,2800.00
29.01.2017,Сруб,163250.00
05.02.2017,Сруб,163250.00
12.02.2017,Сруб,163250.00
19.02.2017,Сруб,188500.00
26.02.2017,Сруб,198000.00
05.03.2017,Сруб,256500.00
12.03.2017,Сруб,315000.00
19.03.2017,Сруб,315000.00
26.03.2017,Сруб,315000.00
02.04.2017,Сруб,332500.00
09.04.2017,Сруб,332500.00
16.04.2017,Сруб,332500.00
23.04.2017,Сруб,315000.00
30.04.2017,Сруб,315000.00
29.01.2017,Пиломатериал,7500.00
29.01.2017,Блок хаус,418.00
05.02.2017,Пиломатериал,7500.00
12.02.2017,Пиломатериал,7500.00
19.02.2017,Пиломатериал,7000.00
26.02.2017,Пиломатериал,6500.00
05.03.2017,Пиломатериал,6500.00
12.03.2017,Пиломатериал,6500.00
19.03.2017,Пиломатериал,6500.00
26.03.2017,Пиломатериал,6500.00
02.04.2017,Пиломатериал,6500.00
09.04.2017,Пиломатериал,6500.00
16.04.2017,Пиломатериал,6500.00
23.04.2017,Пиломатериал,6500.00
30.04.2017,Пиломатериал,6500.00
05.02.2017,Блок хаус,450.00
12.02.2017,Блок хаус,450.00
19.02.2017,Блок хаус,450.00
26.02.2017,Блок хаус,450.00
05.03.2017,Блок хаус,450.00
12.03.2017,Блок хаус,450.00
19.03.2017,Блок хаус,450.00
26.03.2017,Блок хаус,434.00
02.04.2017,Блок хаус,434.00
09.04.2017,Блок хаус,434.00
16.04.2017,Блок хаус,434.00
23.04.2017,Блок хаус,434.00
30.04.2017,Блок хаус,434.00
29.01.2017,Дрова колотые,1250.00
29.01.2017,Брус профилированный,11000.00
29.01.2017,Имитация бруса,8545.00
05.02.2017,Дрова колотые,1250.00
12.02.2017,Дрова колотые,1250.00
19.02.2017,Дрова колотые,1250.00
26.02.2017,Дрова колотые,1250.00
05.03.2017,Дрова колотые,1250.00
12.03.2017,Дрова колотые,1250.00
19.03.2017,Дрова колотые,1250.00
26.03.2017,Дрова колотые,1250.00
02.04.2017,Дрова колотые,1225.00
09.04.2017,Дрова колотые,1225.00
16.04.2017,Дрова колотые,1225.00
23.04.2017,Дрова колотые,1225.00
30.04.2017,Дрова колотые,1225.00
05.02.2017,Брус профилированный,11250.00
12.02.2017,Брус профилированный,11250.00
19.02.2017,Брус профилированный,11500.00
26.02.2017,Брус профилированный,11500.00
05.03.2017,Брус профилированный,11500.00
12.03.2017,Брус профилированный,11500.00
19.03.2017,Брус профилированный,11500.00
26.03.2017,Брус профилированный,11500.00
02.04.2017,Брус профилированный,11500.00
09.04.2017,Брус профилированный,11500.00
16.04.2017,Брус профилированный,11500.00
23.04.2017,Брус профилированный,11500.00
30.04.2017,Брус профилированный,11500.00
05.02.2017,Имитация бруса,440.00
12.02.2017,Имитация бруса,440.00
19.02.2017,Имитация бруса,440.00
26.02.2017,Имитация бруса,440.00
05.03.2017,Имитация бруса,440.00
12.03.2017,Имитация бруса,440.00
19.03.2017,Имитация бруса,400.00
26.03.2017,Имитация бруса,400.00
02.04.2017,Имитация бруса,400.00
09.04.2017,Имитация бруса,400.00
16.04.2017,Имитация бруса,400.00
23.04.2017,Имитация бруса,400.00
30.04.2017,Имитация бруса,400.00
29.01.2017,Сайдинг,350.00
05.02.2017,Сайдинг,350.00
12.02.2017,Сайдинг,350.00
19.02.2017,Сайдинг,350.00
26.02.2017,Сайдинг,350.00
05.03.2017,Сайдинг,350.00
12.03.2017,Сайдинг,365.00
19.03.2017,Сайдинг,365.00
26.03.2017,Сайдинг,365.00
02.04.2017,Сайдинг,365.00
09.04.2017,Сайдинг,365.00
16.04.2017,Сайдинг,400.00
23.04.2017,Сайдинг,400.00
30.04.2017,Сайдинг,400.00
29.01.2017,Брус непрофилированный,6200.00
05.02.2017,Брус непрофилированный,6200.00
12.02.2017,Брус непрофилированный,6250.00
19.02.2017,Брус непрофилированный,6380.00
26.02.2017,Брус непрофилированный,6380.00
05.03.2017,Брус непрофилированный,6380.00
12.03.2017,Брус непрофилированный,6380.00
19.03.2017,Брус непрофилированный,6380.00
26.03.2017,Брус непрофилированный,6475.00
02.04.2017,Брус непрофилированный,6487.50
09.04.2017,Брус непрофилированный,6500.00
16.04.2017,Брус непрофилированный,6500.00
23.04.2017,Брус непрофилированный,6500.00
30.04.2017,Брус непрофилированный,6500.00
29.01.2017,Пиломатериал обрезной,6450.00
05.02.2017,Пиломатериал обрезной,6400.00
12.02.2017,Пиломатериал обрезной,6350.00
19.02.2017,Пиломатериал обрезной,6350.00
26.02.2017,Пиломатериал обрезной,6350.00
05.03.2017,Пиломатериал обрезной,6500.00
12.03.2017,Пиломатериал обрезной,6500.00
19.03.2017,Пиломатериал обрезной,6500.00
26.03.2017,Пиломатериал обрезной,6500.00
02.04.2017,Пиломатериал обрезной,6500.00
09.04.2017,Пиломатериал обрезной,6500.00
16.04.2017,Пиломатериал обрезной,6500.00
23.04.2017,Пиломатериал обрезной,6500.00
30.04.2017,Пиломатериал обрезной,6500.00
29.01.2017,Планкен,1502.50
29.01.2017,Бруски,18.57
05.02.2017,Планкен,1502.50
12.02.2017,Планкен,1502.50
19.02.2017,Планкен,1502.50
26.02.2017,Планкен,1830.00
05.03.2017,Планкен,1830.00
12.03.2017,Планкен,1830.00
19.03.2017,Планкен,1830.00
26.03.2017,Планкен,1830.00
02.04.2017,Планкен,1830.00
09.04.2017,Планкен,1830.00
16.04.2017,Планкен,1830.00
23.04.2017,Планкен,1830.00
30.04.2017,Планкен,1830.00
05.02.2017,Бруски,18.57
12.02.2017,Бруски,18.57
19.02.2017,Бруски,18.57
26.02.2017,Бруски,18.57
05.03.2017,Бруски,18.57
12.03.2017,Бруски,18.57
19.03.2017,Бруски,18.57
26.03.2017,Бруски,18.57
02.04.2017,Бруски,20.00
09.04.2017,Бруски,20.00
16.04.2017,Бруски,18.57
23.04.2017,Бруски,17.14
30.04.2017,Бруски,17.14
29.01.2017,Пиломатериал необрезной,9500.00
29.01.2017,Балясина,200.00
29.01.2017,"Пенополистирол, пенопласт",1825.00
05.02.2017,Пиломатериал необрезной,9500.00
12.02.2017,Пиломатериал необрезной,9500.00
19.02.2017,Пиломатериал необрезной,9500.00
26.02.2017,Пиломатериал необрезной,9500.00
05.03.2017,Пиломатериал необрезной,15750.00
12.03.2017,Пиломатериал необрезной,15750.00
19.03.2017,Пиломатериал необрезной,22000.00
26.03.2017,Пиломатериал необрезной,22000.00
02.04.2017,Пиломатериал необрезной,22000.00
09.04.2017,Пиломатериал необрезной,22000.00
16.04.2017,Пиломатериал необрезной,22000.00
23.04.2017,Пиломатериал необрезной,22000.00
30.04.2017,Пиломатериал необрезной,22000.00
05.02.2017,Балясина,200.00
12.02.2017,Балясина,200.00
19.02.2017,Балясина,200.00
26.02.2017,Балясина,200.00
05.03.2017,Балясина,200.00
12.03.2017,Балясина,200.00
19.03.2017,Балясина,200.00
26.03.2017,Балясина,200.00
02.04.2017,Балясина,200.00
09.04.2017,Балясина,200.00
16.04.2017,Балясина,200.00
23.04.2017,Балясина,200.00
30.04.2017,Балясина,200.00
05.02.2017,"Пенополистирол, пенопласт",1825.00
12.02.2017,"Пенополистирол, пенопласт",1825.00
19.02.2017,"Пенополистирол, пенопласт",1825.00
26.02.2017,"Пенополистирол, пенопласт",1825.00
05.03.2017,"Пенополистирол, пенопласт",1902.50
12.03.2017,"Пенополистирол, пенопласт",1902.50
19.03.2017,"Пенополистирол, пенопласт",1902.50
26.03.2017,"Пенополистирол, пенопласт",1989.75
02.04.2017,"Пенополистирол, пенопласт",1989.75
09.04.2017,"Пенополистирол, пенопласт",1989.75
16.04.2017,"Пенополистирол, пенопласт",2069.88
23.04.2017,"Пенополистирол, пенопласт",1989.75
30.04.2017,"Пенополистирол, пенопласт",1984.88
29.01.2017,Гидроизоляция,155.00
05.02.2017,Гидроизоляция,157.50
12.02.2017,Гидроизоляция,157.50
19.02.2017,Гидроизоляция,157.50
26.02.2017,Гидроизоляция,157.50
05.03.2017,Гидроизоляция,155.00
12.03.2017,Гидроизоляция,147.80
19.03.2017,Гидроизоляция,137.80
26.03.2017,Гидроизоляция,147.80
02.04.2017,Гидроизоляция,147.80
09.04.2017,Гидроизоляция,140.60
16.04.2017,Гидроизоляция,158.25
23.04.2017,Гидроизоляция,156.63
30.04.2017,Гидроизоляция,156.63
29.01.2017,"Звукоизоляция, шумоизоляция",577.50
05.02.2017,"Звукоизоляция, шумоизоляция",645.00
12.02.2017,"Звукоизоляция, шумоизоляция",645.00
19.02.2017,"Звукоизоляция, шумоизоляция",645.00
26.02.2017,"Звукоизоляция, шумоизоляция",645.00
05.03.2017,"Звукоизоляция, шумоизоляция",622.50
12.03.2017,"Звукоизоляция, шумоизоляция",622.50
19.03.2017,"Звукоизоляция, шумоизоляция",622.50
26.03.2017,"Звукоизоляция, шумоизоляция",622.50
02.04.2017,"Звукоизоляция, шумоизоляция",577.50
09.04.2017,"Звукоизоляция, шумоизоляция",555.00
16.04.2017,"Звукоизоляция, шумоизоляция",555.00
23.04.2017,"Звукоизоляция, шумоизоляция",555.00
30.04.2017,"Звукоизоляция, шумоизоляция",555.00
29.01.2017,Битум,12168.75
05.02.2017,Битум,12500.00
12.02.2017,Битум,12500.00
19.02.2017,Битум,12578.13
26.02.2017,Битум,12500.00
05.03.2017,Битум,12578.13
12.03.2017,Битум,12578.13
19.03.2017,Битум,12656.25
26.03.2017,Битум,12728.13
02.04.2017,Битум,12278.13
09.04.2017,Битум,13325.00
16.04.2017,Битум,12962.50
23.04.2017,Битум,12712.50
30.04.2017,Битум,12712.50
29.01.2017,Герметики,315.00
05.02.2017,Герметики,315.00
12.02.2017,Герметики,315.00
19.02.2017,Герметики,315.00
26.02.2017,Герметики,365.30
05.03.2017,Герметики,365.30
12.03.2017,Герметики,365.30
19.03.2017,Герметики,340.15
26.03.2017,Герметики,340.15
02.04.2017,Герметики,315.00
09.04.2017,Герметики,294.00
16.04.2017,Герметики,315.00
23.04.2017,Герметики,340.15
30.04.2017,Герметики,273.00
29.01.2017,Монтажная пена,300.00
05.02.2017,Монтажная пена,300.00
12.02.2017,Монтажная пена,275.00
19.02.2017,Монтажная пена,275.00
26.02.2017,Монтажная пена,281.00
05.03.2017,Монтажная пена,290.50
12.03.2017,Монтажная пена,290.50
19.03.2017,Монтажная пена,300.00
26.03.2017,Монтажная пена,300.00
02.04.2017,Монтажная пена,300.00
09.04.2017,Монтажная пена,300.00
16.04.2017,Монтажная пена,300.00
23.04.2017,Монтажная пена,300.00
29.01.2017,Минплита,1185.00
30.04.2017,Монтажная пена,300.00
05.02.2017,Минплита,1480.00
12.02.2017,Минплита,1590.00
19.02.2017,Минплита,1590.00
26.02.2017,Минплита,1590.00
05.03.2017,Минплита,1590.00
12.03.2017,Минплита,1590.00
19.03.2017,Минплита,1590.00
26.03.2017,Минплита,1682.00
02.04.2017,Минплита,1682.00
09.04.2017,Минплита,1682.00
16.04.2017,Минплита,1682.00
23.04.2017,Минплита,1682.00
30.04.2017,Минплита,1682.00
29.01.2017,Теплоизоляция для труб,105.00
29.01.2017,Краска,228.00
05.02.2017,Теплоизоляция для труб,105.00
12.02.2017,Теплоизоляция для труб,100.00
19.02.2017,Теплоизоляция для труб,100.00
26.02.2017,Теплоизоляция для труб,100.00
05.03.2017,Теплоизоляция для труб,100.00
12.03.2017,Теплоизоляция для труб,100.00
19.03.2017,Теплоизоляция для труб,100.00
26.03.2017,Теплоизоляция для труб,100.00
02.04.2017,Теплоизоляция для труб,100.00
09.04.2017,Теплоизоляция для труб,100.00
16.04.2017,Теплоизоляция для труб,101.33
23.04.2017,Теплоизоляция для труб,102.67
30.04.2017,Теплоизоляция для труб,102.67
05.02.2017,Краска,243.25
12.02.2017,Краска,243.25
19.02.2017,Краска,240.50
26.02.2017,Краска,238.00
05.03.2017,Краска,231.18
12.03.2017,Краска,231.18
19.03.2017,Краска,240.50
26.03.2017,Краска,243.22
02.04.2017,Краска,239.25
09.04.2017,Краска,241.97
16.04.2017,Краска,240.50
23.04.2017,Краска,243.25
30.04.2017,Краска,245.93
29.01.2017,Эмаль,220.00
05.02.2017,Эмаль,220.00
12.02.2017,Эмаль,220.00
19.02.2017,Эмаль,220.00
26.02.2017,Эмаль,220.00
05.03.2017,Эмаль,220.18
12.03.2017,Эмаль,220.18
19.03.2017,Эмаль,220.18
26.03.2017,Эмаль,220.18
02.04.2017,Эмаль,220.18
09.04.2017,Эмаль,232.50
16.04.2017,Эмаль,234.25
23.04.2017,Эмаль,234.25
30.04.2017,Эмаль,234.25
29.01.2017,"Морилка, пропитка, антисептик",224.39
05.02.2017,"Морилка, пропитка, антисептик",232.33
12.02.2017,"Морилка, пропитка, антисептик",232.33
19.02.2017,"Морилка, пропитка, антисептик",232.33
26.02.2017,"Морилка, пропитка, антисептик",232.33
05.03.2017,"Морилка, пропитка, антисептик",232.33
12.03.2017,"Морилка, пропитка, антисептик",232.33
19.03.2017,"Морилка, пропитка, антисептик",232.33
26.03.2017,"Морилка, пропитка, антисептик",241.00
02.04.2017,"Морилка, пропитка, антисептик",241.00
09.04.2017,"Морилка, пропитка, антисептик",241.00
16.04.2017,"Морилка, пропитка, антисептик",241.00
23.04.2017,"Морилка, пропитка, антисептик",241.00
30.04.2017,"Морилка, пропитка, антисептик",241.00
29.01.2017,"Красители, пигменты",150.00
05.02.2017,"Красители, пигменты",148.36
12.02.2017,"Красители, пигменты",148.36
19.02.2017,"Красители, пигменты",148.36
26.02.2017,"Красители, пигменты",148.36
05.03.2017,"Красители, пигменты",148.36
12.03.2017,"Красители, пигменты",148.36
19.03.2017,"Красители, пигменты",138.75
26.03.2017,"Красители, пигменты",132.50
02.04.2017,"Красители, пигменты",120.00
09.04.2017,"Красители, пигменты",120.00
29.01.2017,"Грунтовка, праймер",196.09
29.01.2017,Лак,283.00
16.04.2017,"Красители, пигменты",120.00
23.04.2017,"Красители, пигменты",120.00
30.04.2017,"Красители, пигменты",122.50
05.02.2017,"Грунтовка, праймер",196.09
12.02.2017,"Грунтовка, праймер",197.75
19.02.2017,"Грунтовка, праймер",196.09
26.02.2017,"Грунтовка, праймер",196.09
05.03.2017,"Грунтовка, праймер",196.09
12.03.2017,"Грунтовка, праймер",196.09
19.03.2017,"Грунтовка, праймер",195.47
26.03.2017,"Грунтовка, праймер",183.09
02.04.2017,"Грунтовка, праймер",183.09
09.04.2017,"Грунтовка, праймер",193.19
16.04.2017,"Грунтовка, праймер",193.19
23.04.2017,"Грунтовка, праймер",195.47
30.04.2017,"Грунтовка, праймер",193.19
29.01.2017,"Растворитель, отвердитель",266.58
05.02.2017,Лак,283.00
12.02.2017,Лак,283.00
19.02.2017,Лак,283.00
26.02.2017,Лак,283.00
05.03.2017,Лак,285.50
12.03.2017,Лак,285.50
19.03.2017,Лак,285.50
26.03.2017,Лак,285.50
02.04.2017,Лак,285.50
09.04.2017,Лак,285.50
16.04.2017,Лак,288.00
23.04.2017,Лак,288.00
30.04.2017,Лак,288.00
29.01.2017,"Тротуарная плитка, брусчатка",400.00
05.02.2017,"Растворитель, отвердитель",266.58
12.02.2017,"Растворитель, отвердитель",266.58
19.02.2017,"Растворитель, отвердитель",208.45
26.02.2017,"Растворитель, отвердитель",208.45
05.03.2017,"Растворитель, отвердитель",208.45
12.03.2017,"Растворитель, отвердитель",208.45
19.03.2017,"Растворитель, отвердитель",197.00
26.03.2017,"Растворитель, отвердитель",197.00
02.04.2017,"Растворитель, отвердитель",197.00
09.04.2017,"Растворитель, отвердитель",208.45
16.04.2017,"Растворитель, отвердитель",208.45
23.04.2017,"Растворитель, отвердитель",208.45
30.04.2017,"Растворитель, отвердитель",208.45
29.01.2017,"Камень, щебень, керамзит",750.00
05.02.2017,"Тротуарная плитка, брусчатка",400.00
12.02.2017,"Тротуарная плитка, брусчатка",403.33
19.02.2017,"Тротуарная плитка, брусчатка",403.33
26.02.2017,"Тротуарная плитка, брусчатка",406.67
05.03.2017,"Тротуарная плитка, брусчатка",406.67
12.03.2017,"Тротуарная плитка, брусчатка",413.09
19.03.2017,"Тротуарная плитка, брусчатка",413.09
26.03.2017,"Тротуарная плитка, брусчатка",415.56
02.04.2017,"Тротуарная плитка, брусчатка",415.78
09.04.2017,"Тротуарная плитка, брусчатка",415.78
16.04.2017,"Тротуарная плитка, брусчатка",420.56
23.04.2017,"Тротуарная плитка, брусчатка",419.65
05.02.2017,"Камень, щебень, керамзит",721.67
12.02.2017,"Камень, щебень, керамзит",680.00
19.02.2017,"Камень, щебень, керамзит",695.00
26.02.2017,"Камень, щебень, керамзит",680.00
05.03.2017,"Камень, щебень, керамзит",680.00
12.03.2017,"Камень, щебень, керамзит",680.00
19.03.2017,"Камень, щебень, керамзит",721.67
26.03.2017,"Камень, щебень, керамзит",750.00
02.04.2017,"Камень, щебень, керамзит",695.00
09.04.2017,"Камень, щебень, керамзит",670.00
16.04.2017,"Камень, щебень, керамзит",670.00
23.04.2017,"Камень, щебень, керамзит",666.67
30.04.2017,"Камень, щебень, керамзит",666.67
30.04.2017,"Тротуарная плитка, брусчатка",420.56
29.01.2017,Кирпич,10.67
05.02.2017,Кирпич,10.66
12.02.2017,Кирпич,10.50
19.02.2017,Кирпич,10.66
26.02.2017,Кирпич,10.58
05.03.2017,Кирпич,10.58
12.03.2017,Кирпич,10.41
19.03.2017,Кирпич,10.08
26.03.2017,Кирпич,10.00
02.04.2017,Кирпич,10.08
09.04.2017,Кирпич,10.41
16.04.2017,Кирпич,10.41
23.04.2017,Кирпич,10.08
30.04.2017,Кирпич,10.00
29.01.2017,"Блоки, плиты каменные",51.67
05.02.2017,"Блоки, плиты каменные",51.67
12.02.2017,"Блоки, плиты каменные",53.33
19.02.2017,"Блоки, плиты каменные",51.33
26.02.2017,"Блоки, плиты каменные",51.33
05.03.2017,"Блоки, плиты каменные",51.67
12.03.2017,"Блоки, плиты каменные",51.67
19.03.2017,"Блоки, плиты каменные",51.00
26.03.2017,"Блоки, плиты каменные",51.00
02.04.2017,"Блоки, плиты каменные",51.00
09.04.2017,"Блоки, плиты каменные",51.00
16.04.2017,"Блоки, плиты каменные",51.00
23.04.2017,"Блоки, плиты каменные",51.00
30.04.2017,"Блоки, плиты каменные",51.00
29.01.2017,Плиты перекрытий,5166.67
05.02.2017,Плиты перекрытий,5166.67
12.02.2017,Плиты перекрытий,5000.00
19.02.2017,Плиты перекрытий,5166.67
26.02.2017,Плиты перекрытий,5166.67
05.03.2017,Плиты перекрытий,5166.67
12.03.2017,Плиты перекрытий,5166.67
19.03.2017,Плиты перекрытий,5166.67
26.03.2017,Плиты перекрытий,5000.00
02.04.2017,Плиты перекрытий,5000.00
09.04.2017,Плиты перекрытий,5000.00
16.04.2017,Плиты перекрытий,5000.00
23.04.2017,Плиты перекрытий,5166.67
30.04.2017,Плиты перекрытий,5166.67
29.01.2017,Дорожные плиты,8750.00
05.02.2017,Дорожные плиты,8750.00
12.02.2017,Дорожные плиты,8750.00
19.02.2017,Дорожные плиты,8750.00
26.02.2017,Дорожные плиты,8750.00
05.03.2017,Дорожные плиты,8750.00
12.03.2017,Дорожные плиты,8750.00
19.03.2017,Дорожные плиты,8750.00
26.03.2017,Дорожные плиты,9000.00
02.04.2017,Дорожные плиты,9000.00
09.04.2017,Дорожные плиты,8750.00
16.04.2017,Дорожные плиты,9135.84
23.04.2017,Дорожные плиты,9000.00
30.04.2017,Дорожные плиты,8750.00
29.01.2017,Забор железобетонный сборный,500.00
05.02.2017,Забор железобетонный сборный,500.00
12.02.2017,Забор железобетонный сборный,500.00
19.02.2017,Забор железобетонный сборный,500.00
26.02.2017,Забор железобетонный сборный,476.00
05.03.2017,Забор железобетонный сборный,476.00
12.03.2017,Забор железобетонный сборный,500.00
19.03.2017,Забор железобетонный сборный,500.00
26.03.2017,Забор железобетонный сборный,500.00
02.04.2017,Забор железобетонный сборный,500.00
09.04.2017,Забор железобетонный сборный,500.00
16.04.2017,Забор железобетонный сборный,500.00
23.04.2017,Забор железобетонный сборный,500.00
30.04.2017,Забор железобетонный сборный,500.00
29.01.2017,Элементы колодца,1845.75
05.02.2017,Элементы колодца,1800.00
12.02.2017,Элементы колодца,1850.00
19.02.2017,Элементы колодца,1825.00
26.02.2017,Элементы колодца,1825.00
05.03.2017,Элементы колодца,1825.00
12.03.2017,Элементы колодца,1825.00
19.03.2017,Элементы колодца,1910.00
26.03.2017,Элементы колодца,1850.00
02.04.2017,Элементы колодца,1825.00
09.04.2017,Элементы колодца,1825.00
16.04.2017,Элементы колодца,1825.00
23.04.2017,Элементы колодца,1783.33
30.04.2017,Элементы колодца,1783.33
29.01.2017,Блоки фундаментные,1401.67
05.02.2017,Блоки фундаментные,1333.60
12.02.2017,Блоки фундаментные,1353.33
19.02.2017,Блоки фундаментные,1353.33
26.02.2017,Блоки фундаментные,1353.33
05.03.2017,Блоки фундаментные,1353.33
12.03.2017,Блоки фундаментные,1353.33
19.03.2017,Блоки фундаментные,1353.33
26.03.2017,Блоки фундаментные,1353.33
02.04.2017,Блоки фундаментные,1353.33
09.04.2017,Блоки фундаментные,1353.33
16.04.2017,Блоки фундаментные,1353.33
23.04.2017,Блоки фундаментные,1333.60
30.04.2017,Блоки фундаментные,1200.00
29.01.2017,Бордюры,173.75
05.02.2017,Бордюры,173.75
12.02.2017,Бордюры,166.25
19.02.2017,Бордюры,170.00
26.02.2017,Бордюры,170.00
05.03.2017,Бордюры,170.00
12.03.2017,Бордюры,170.00
19.03.2017,Бордюры,170.00
26.03.2017,Бордюры,170.00
02.04.2017,Бордюры,170.00
09.04.2017,Бордюры,171.25
16.04.2017,Бордюры,171.25
23.04.2017,Бордюры,171.25
30.04.2017,Бордюры,165.00
29.01.2017,Трубы железобетонные,8200.00
05.02.2017,Трубы железобетонные,8200.00
12.02.2017,Трубы железобетонные,8200.00
19.02.2017,Трубы железобетонные,8200.00
26.02.2017,Трубы железобетонные,8200.00
05.03.2017,Трубы железобетонные,8200.00
12.03.2017,Трубы железобетонные,8200.00
19.03.2017,Трубы железобетонные,8200.00
26.03.2017,Трубы железобетонные,2900.00
02.04.2017,Трубы железобетонные,2900.00
09.04.2017,Трубы железобетонные,2900.00
16.04.2017,Трубы железобетонные,2900.00
23.04.2017,Трубы железобетонные,2900.00
30.04.2017,Трубы железобетонные,2900.00
29.01.2017,Сваи,2650.00
05.02.2017,Сваи,3000.00
12.02.2017,Сваи,3000.00
19.02.2017,Сваи,3000.00
26.02.2017,Сваи,3000.00
05.03.2017,Сваи,3000.00
12.03.2017,Сваи,3000.00
19.03.2017,Сваи,3000.00
26.03.2017,Сваи,3000.00
02.04.2017,Сваи,3000.00
09.04.2017,Сваи,3000.00
16.04.2017,Сваи,3000.00
23.04.2017,Сваи,3146.56
30.04.2017,Сваи,3146.56
29.01.2017,Лотки и плиты к ним,1200.00
05.02.2017,Лотки и плиты к ним,1200.00
12.02.2017,Лотки и плиты к ним,1187.50
19.02.2017,Лотки и плиты к ним,1187.50
26.02.2017,Лотки и плиты к ним,1187.50
05.03.2017,Лотки и плиты к ним,1187.50
12.03.2017,Лотки и плиты к ним,1187.50
19.03.2017,Лотки и плиты к ним,1187.50
26.03.2017,Лотки и плиты к ним,1187.50
02.04.2017,Лотки и плиты к ним,1187.50
09.04.2017,Лотки и плиты к ним,1187.50
16.04.2017,Лотки и плиты к ним,1187.50
23.04.2017,Лотки и плиты к ним,1175.00
30.04.2017,Лотки и плиты к ним,1175.00
29.01.2017,Перемычки,280.00
05.02.2017,Перемычки,280.00
12.02.2017,Перемычки,320.00
19.02.2017,Перемычки,320.00
26.02.2017,Перемычки,320.00
05.03.2017,Перемычки,320.00
12.03.2017,Перемычки,320.00
